series,market,strike,side,event,q_yes,model_probability,market_probability,ev_after_fees,ev_per_contract,contracts,alpha,slippage,delta_bps
INXU,KXINXU-25NOV03H1200-T5000,5000.000000,YES,KXINXU-25NOV03H1200-T5000,0.420000,0.796527,0.420000,0.366527,0.366527,1,0.607128,0.000308,2222.215738
