series,market,strike,side,event,q_yes,model_probability,market_probability,ev_after_fees,ev_per_contract,contracts,alpha,slippage,delta_bps
INX,KXINX-25NOV03H1600-B5000,5000.000000,YES,KXINX-25NOV03H1600-B5000,0.480000,0.689599,0.480000,0.199599,0.199599,1,0.593149,0.000722,1176.702684
