series,market,strike,side,event,q_yes,model_probability,market_probability,ev_after_fees,ev_per_contract,contracts,alpha,slippage,delta_bps
INX,KXINX-25NOV03H1600-B5000,5000.000000,YES,KXINX-25NOV03H1600-B5000,0.480000,0.929435,0.480000,0.449435,0.449435,1,0.595354,0.000744,2668.291815
