series,event,market,bin,side,price,model_p,market_p,delta_p,size,expected_contracts,expected_fills,fill_ratio,fill_ratio_observed,alpha_target,visible_depth,side_depth_total,depth_fraction,best_bid,best_ask,spread,seconds_to_event,minutes_to_event,t_fill_ms,size_partial,slippage_ticks,ev_expected_bps,ev_realized_bps,fees_bps,slippage_mode,impact_cap,fees_maker,ev_after_fees,pnl_simulated,timestamp_et,manifest_path,ledger_schema_version
INXU,KXINXU-25NOV11H1300,KXINXU-25NOV11H1300,5725.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-2360.498639,-39.341643983333334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV11H1300,KXINXU-25NOV11H1300,5730.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-2360.498639,-39.341643983333334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV10H1300,KXINXU-25NOV10H1300,5700.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-88760.498639,-1479.3416439833334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV10H1300,KXINXU-25NOV10H1300,5705.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-88760.498639,-1479.3416439833334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV07H1300,KXINXU-25NOV07H1300,5775.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-347960.498639,-5799.341643983334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV07H1300,KXINXU-25NOV07H1300,5780.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-347960.498639,-5799.341643983334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV06H1300,KXINXU-25NOV06H1300,5750.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-434360.498639,-7239.341643983334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV06H1300,KXINXU-25NOV06H1300,5755.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-434360.498639,-7239.341643983334,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV05H1300,KXINXU-25NOV05H1300,5825.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-520760.498639,-8679.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV05H1300,KXINXU-25NOV05H1300,5830.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-520760.498639,-8679.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV04H1300,KXINXU-25NOV04H1300,5825.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-607160.498639,-10119.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV04H1300,KXINXU-25NOV04H1300,5830.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-607160.498639,-10119.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV03H1300,KXINXU-25NOV03H1300,5800.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-693560.498639,-11559.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25NOV03H1300,KXINXU-25NOV03H1300,5805.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-693560.498639,-11559.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25OCT31H1300,KXINXU-25OCT31H1300,5875.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-952760.498639,-15879.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25OCT31H1300,KXINXU-25OCT31H1300,5880.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-952760.498639,-15879.341643983333,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25OCT30H1300,KXINXU-25OCT30H1300,5875.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-1039160.498639,-17319.341643983335,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25OCT30H1300,KXINXU-25OCT30H1300,5880.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-1039160.498639,-17319.341643983335,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
INXU,KXINXU-25OCT29H1300,KXINXU-25OCT29H1300,5875.0,NO,0.5,0.0,0.5,-0.5,1,0,0,0.0,0.02,0.02,0.0,0.0,0.0,,,0.0,-1125560.498639,-18759.341643983335,0.0,1,0.0,5000.0,0.0,0.0,top,0.0,0.0,0.0,0.0,2025-11-11T13:39:20.602169-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-11/183920/INXU/manifest.json,2
