series,event,market,bin,side,price,model_p,market_p,delta_p,size,expected_contracts,expected_fills,fill_ratio,fill_ratio_observed,alpha_target,visible_depth,side_depth_total,depth_fraction,best_bid,best_ask,spread,seconds_to_event,minutes_to_event,t_fill_ms,size_partial,slippage_ticks,ev_expected_bps,ev_realized_bps,fees_bps,slippage_mode,impact_cap,fees_maker,ev_after_fees,pnl_simulated,timestamp_et,manifest_path,ledger_schema_version
INXU,KXINXU-25NOV03H1200,KXINXU-25NOV03H1200-T5000,5000.0,YES,0.42,0.9998778792658467,0.42,0.5798778792658468,1,1,1,1.0,0.6036094893909016,0.6036094893909016,12.0,21.0,0.5714285714285714,0.58,0.42,0.0,-92707.177868,-1545.1196311333333,0.0,0,0.031571447353789805,5798.778792658468,13788.734154711143,0.0,curve,0.0003157144735379201,0.0,0.58,0.58,2025-11-04T13:45:07.238770-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-04/184507/INXU/manifest.json,2
INXU,KXINXU-25NOV03H1200,KXINXU-25NOV03H1200-T5000,5010.0,NO,0.58,0.0,0.3,-0.3,1,1,1,1.0,0.5915305682592971,0.5915305682592971,10.0,18.0,0.5555555555555556,0.58,0.42,0.0,-92707.177868,-1545.1196311333333,0.0,0,0.03161190236228295,3000.0000000000005,10000.0,0.0,curve,0.0003161190236227876,0.0,0.58,0.58,2025-11-04T13:45:07.238770-05:00,/Users/mateobodon/Documents/Programming/Projects/kalshi-sys/data/raw/kalshi/2025-11-04/184507/INXU/manifest.json,2
