series,market,strike,side,event,q_yes,model_probability,market_probability,ev_after_fees,ev_per_contract,contracts,alpha,slippage,delta_bps
NASDAQ100U,KXNASDAQ100U-25NOV03H1300-T15000,15000.000000,YES,KXNASDAQ100U-25NOV03H1300-T15000,0.390000,1.000000,0.390000,0.610000,0.610000,1,0.605275,0.000352,3688.658532
